,edge,source,target,entry_ts,duration,exit_ts
0,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowerssocialgraph_tp:GetFollowers_args_FUNC_read,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:GetFollowers_args_FUNC_read,1660849996420769477,2457929,1660849996420775235
1,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowerssocialgraph_tp:GetFollowers_result_FUNC_write,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:GetFollowers_result_FUNC_write,1660849996423198604,2457929,1660849996423200771
2,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowerssocialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,1660849996197333286,2614373,1660849996199944391
3,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowerssocialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,1660849996320595239,781595,1660849996321365174
4,socialgraph_tp:GetFollowers_args_FUNC_readsocialgraph_tp:GetFollowers_args_FUNC_read,socialgraph_tp:GetFollowers_args_FUNC_read,socialgraph_tp:GetFollowers_args_FUNC_read,1660849996320597848,767256,1660849996320603773
5,socialgraph_tp:GetFollowers_args_FUNC_readsocialgraph_tp:GetFollowers_result_FUNC_write,socialgraph_tp:GetFollowers_args_FUNC_read,socialgraph_tp:GetFollowers_result_FUNC_write,1660849996321342495,767256,1660849996321345264
6,socialgraph_tp:GetFollowers_result_FUNC_writesocialgraph_tp:GetFollowers_result_FUNC_write,socialgraph_tp:GetFollowers_result_FUNC_write,socialgraph_tp:GetFollowers_result_FUNC_write,1660849995225469285,2022,1660849995225471204
7,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCallsocialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,socialgraph_tp:SocialGraphServiceProcessor_func_process_GetFollowers,1660849996420767408,2463096,1660849996423225337
8,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCallsocialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,1660849996412272249,968826,1660849996413009058
9,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCallsocialgraph_tp:GetFollowers_result_FUNC_write,socialgraph_tp:SocialGraphServiceProcessor_func_dispatchCall,socialgraph_tp:GetFollowers_result_FUNC_write,1660849996200740557,3468631,1660849996200743817
0,usertimeline_tp:UserTimelineServiceProcessor_FUNC_process_ReadUserTimelineusertimeline_tp:ReadUserTimeline_args_FUNC_read,usertimeline_tp:UserTimelineServiceProcessor_FUNC_process_ReadUserTimeline,usertimeline_tp:ReadUserTimeline_args_FUNC_read,1660849995333970031,131210,1660849995333972895
