,edge,t_test_duration,duration,t_test_stats,t_test_pvalue
471,masoum_tp:UploadText_args_FUNC_readmasoum_tp:UploadText_result_FUNC_write,,6159.0,,
472,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadText,,6159.0,,
473,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2394.0,,
474,masoum_tp:UploadText_result_FUNC_writemasoum_tp:UploadText_result_FUNC_write,,1595.0,,
475,masoum_tp:UploadText_args_FUNC_readmasoum_tp:UploadText_args_FUNC_read,,3372.0,,
476,masoum_tp:UploadText_args_FUNC_readmasoum_tp:UploadText_result_FUNC_write,,3372.0,,
477,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadText,,3372.0,,
478,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,6052.0,,
479,masoum_tp:UploadUrls_args_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,14065.0,,
480,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrlsmasoum_tp:UploadUrls_args_FUNC_read,,16647776.0,,
481,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrlsmasoum_tp:UploadUrls_result_FUNC_write,,16647776.0,,
482,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,16654449.0,,
483,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,327476980.0,,
484,masoum_tp:UploadUrls_args_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,27403.0,,
485,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrlsmasoum_tp:UploadUrls_args_FUNC_read,,63851096.0,,
486,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrlsmasoum_tp:UploadUrls_result_FUNC_write,,63851096.0,,
487,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,63861482.0,,
488,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,329794738.0,,
489,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,1641.0,,
490,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,3084.0,,
491,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,3084.0,,
492,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,3084.0,,
493,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,3084.0,,
494,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2157.0,,
495,masoum_tp:UploadText_result_FUNC_writemasoum_tp:UploadText_result_FUNC_write,,1263.0,,
496,masoum_tp:UploadText_args_FUNC_readmasoum_tp:UploadText_args_FUNC_read,,3374.0,,
497,masoum_tp:UploadText_args_FUNC_readmasoum_tp:UploadText_result_FUNC_write,,3374.0,,
498,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadText,,3374.0,,
499,masoum_tp:UploadText_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,4502.0,,
500,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1896.0,,
501,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,2435.0,,
502,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,2435.0,,
503,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,2435.0,,
504,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,2435.0,,
505,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1607.0,,
506,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,1865.0,,
507,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,2135.0,,
508,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,2135.0,,
509,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,2135.0,,
510,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,2135.0,,
511,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2317.0,,
512,masoum_tp:UploadUniqueId_result_FUNC_writemasoum_tp:UploadUniqueId_result_FUNC_write,,2027.0,,
513,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_args_FUNC_read,,3586.0,,
514,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_result_FUNC_write,,3586.0,,
515,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,3586.0,,
516,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,3727.0,,
517,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,2086.0,,
518,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1711.0,,
519,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1711.0,,
520,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1711.0,,
521,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1711.0,,
522,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1584.0,,
523,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1419.0,,
524,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1636.0,,
525,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1636.0,,
526,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1636.0,,
527,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1636.0,,
528,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1452.0,,
529,masoum_tp:UploadUniqueId_result_FUNC_writemasoum_tp:UploadUniqueId_result_FUNC_write,,2143.0,,
530,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_args_FUNC_read,,3806.0,,
531,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_result_FUNC_write,,3806.0,,
532,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,3806.0,,
533,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,4702.0,,
534,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,2441.0,,
535,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,2527.0,,
536,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,2527.0,,
537,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,2527.0,,
538,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,2527.0,,
539,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,20787.0,,
540,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,2295.0,,
541,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1759.0,,
542,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1759.0,,
543,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1759.0,,
544,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1759.0,,
545,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1819.0,,
546,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,1289.0,,
547,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1692.0,,
548,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1692.0,,
549,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1692.0,,
550,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1692.0,,
551,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1838.0,,
552,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueIdmasoum_tp:UploadUniqueId_args_FUNC_read,,21286256.0,,
553,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueIdmasoum_tp:UploadUniqueId_result_FUNC_write,,21286256.0,,
554,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,21291584.0,,
555,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,55598680.0,,
556,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1637.0,,
557,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1943.0,,
558,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1943.0,,
559,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1943.0,,
560,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1943.0,,
561,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1866.0,,
562,masoum_tp:UploadUniqueId_result_FUNC_writemasoum_tp:UploadUniqueId_result_FUNC_write,,2273.0,,
563,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_args_FUNC_read,,4673.0,,
564,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_result_FUNC_write,,4673.0,,
565,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,4673.0,,
566,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,3604.0,,
567,masoum_tp:UploadUserMentions_result_FUNC_writemasoum_tp:UploadUserMentions_result_FUNC_write,,2295.0,,
568,socialnetworktypes_tp:UserMention_FUNC_readsocialnetworktypes_tp:UserMention_FUNC_read,,1578.0,,
569,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_args_FUNC_read,,1578.0,,
570,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_result_FUNC_write,,1578.0,,
571,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUserMentions,,1578.0,,
572,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1510.0,,
573,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1343.0,,
574,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1586.0,,
575,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1586.0,,
576,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1586.0,,
577,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1586.0,,
578,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1577.0,,
579,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,1836.0,,
580,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1751.0,,
581,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1751.0,,
582,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1751.0,,
583,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1751.0,,
584,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1826.0,,
585,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,2554.0,,
586,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1948.0,,
587,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1948.0,,
588,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1948.0,,
589,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1948.0,,
590,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1882.0,,
591,masoum_tp:UploadUserMentions_result_FUNC_writemasoum_tp:UploadUserMentions_result_FUNC_write,,1321.0,,
592,socialnetworktypes_tp:UserMention_FUNC_readsocialnetworktypes_tp:UserMention_FUNC_read,,1865.0,,
593,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_args_FUNC_read,,1865.0,,
594,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_result_FUNC_write,,1865.0,,
595,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUserMentions,,1865.0,,
596,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1928.0,,
597,masoum_tp:UploadUniqueId_result_FUNC_writemasoum_tp:UploadUniqueId_result_FUNC_write,,1346.0,,
598,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_args_FUNC_read,,4637.0,,
599,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_result_FUNC_write,,4637.0,,
600,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,4637.0,,
601,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,3515.0,,
602,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,2260.0,,
603,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1687.0,,
604,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1687.0,,
605,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1687.0,,
606,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1687.0,,
607,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1567.0,,
608,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,2008.0,,
609,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,2576.0,,
610,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,2576.0,,
611,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,2576.0,,
612,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,2576.0,,
613,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1776.0,,
614,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,2305.0,,
615,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1803.0,,
616,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1803.0,,
617,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1803.0,,
618,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1803.0,,
619,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2177.0,,
620,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,1773.0,,
621,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1680.0,,
622,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1680.0,,
623,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1680.0,,
624,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1680.0,,
625,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1643.0,,
626,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,2096.0,,
627,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,2321.0,,
628,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,2321.0,,
629,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,2321.0,,
630,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,2321.0,,
631,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2291.0,,
632,masoum_tp:UploadUserMentions_result_FUNC_writemasoum_tp:UploadUserMentions_result_FUNC_write,,1976.0,,
633,socialnetworktypes_tp:UserMention_FUNC_readsocialnetworktypes_tp:UserMention_FUNC_read,,1470.0,,
634,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_args_FUNC_read,,1470.0,,
635,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:UploadUserMentions_result_FUNC_write,,1470.0,,
636,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUserMentions,,1470.0,,
637,socialnetworktypes_tp:UserMention_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1618.0,,
638,masoum_tp:UploadUniqueId_result_FUNC_writemasoum_tp:UploadUniqueId_result_FUNC_write,,2148.0,,
639,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_args_FUNC_read,,5010.0,,
640,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:UploadUniqueId_result_FUNC_write,,5010.0,,
641,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,5010.0,,
642,masoum_tp:UploadUniqueId_args_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,3564.0,,
643,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Creator_FUNC_write,,40672.0,,
644,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:UserMention_FUNC_write,,40672.0,,
645,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Media_FUNC_write,,40672.0,,
646,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Url_FUNC_write,,40672.0,,
647,poststorageservice_tp:StorePost_pargs_FUNC_writesocialnetworktypes_tp:Post_FUNC_write,,45041.0,,
648,poststorageservice_tp:PostStorageServiceClient_FUNC_send_StorePostpoststorageservice_tp:StorePost_pargs_FUNC_write,,91061.0,,
649,poststorageservice_tp:PostStorageServiceClient_FUNC_StorePostpoststorageservice_tp:PostStorageServiceClient_FUNC_send_StorePost,,1001738599.0,,
650,poststorageservice_tp:PostStorageServiceClient_FUNC_StorePostpoststorageservice_tp:PostStorageServiceClient_FUNC_recv_StorePost,,1001738599.0,,
651,poststorageservice_tp:PostStorageServiceClient_FUNC_recv_StorePostpoststorageservice_tp:StorePost_presult_FUNC_read,,1001641086.0,,
652,usertimeline_tp:UserTimelineServiceClient_FUNC_send_WriteUserTimelineusertimeline_tp:WriteUserTimeline_pargs_FUNC_write,,44895.0,,
653,usertimeline_tp:UserTimelineServiceClient_FUNC_WriteUserTimelineusertimeline_tp:UserTimelineServiceClient_FUNC_send_WriteUserTimeline,,405100074.0,,
654,usertimeline_tp:UserTimelineServiceClient_FUNC_WriteUserTimelineusertimeline_tp:UserTimelineServiceClient_FUNC_recv_WriteUserTimeline,,405100074.0,,
655,usertimeline_tp:UserTimelineServiceClient_FUNC_recv_WriteUserTimelineusertimeline_tp:WriteUserTimeline_presult_FUNC_read,,405032674.0,,
656,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,2048.0,,
657,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,3237.0,,
658,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,3237.0,,
659,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,3237.0,,
660,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,3237.0,,
661,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1878.0,,
662,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1790.0,,
663,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1808.0,,
664,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1808.0,,
665,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1808.0,,
666,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1808.0,,
667,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2070.0,,
668,usertimeline_tp:UserTimelineServiceClient_FUNC_send_WriteUserTimelineusertimeline_tp:WriteUserTimeline_pargs_FUNC_write,,61762.0,,
669,usertimeline_tp:UserTimelineServiceClient_FUNC_send_WriteUserTimelineusertimeline_tp:UserTimelineServiceClient_FUNC_send_WriteUserTimeline,,61762.0,,
670,usertimeline_tp:UserTimelineServiceClient_FUNC_recv_WriteUserTimelineusertimeline_tp:WriteUserTimeline_presult_FUNC_read,,428741475.0,,
671,masoum_tp:UploadUrls_result_FUNC_writemasoum_tp:UploadUrls_result_FUNC_write,,1348.0,,
672,socialnetworktypes_tp:Url_FUNC_readsocialnetworktypes_tp:Url_FUNC_read,,2603.0,,
673,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_args_FUNC_read,,2603.0,,
674,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:UploadUrls_result_FUNC_write,,2603.0,,
675,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUrls,,2603.0,,
676,socialnetworktypes_tp:Url_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,2295.0,,
677,masoum_tp:UploadMedia_result_FUNC_writemasoum_tp:UploadMedia_result_FUNC_write,,1261.0,,
678,socialnetworktypes_tp:Media_FUNC_readsocialnetworktypes_tp:Media_FUNC_read,,1369.0,,
679,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_args_FUNC_read,,1369.0,,
680,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:UploadMedia_result_FUNC_write,,1369.0,,
681,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadMedia,,1369.0,,
682,socialnetworktypes_tp:Media_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1575.0,,
683,masoum_tp:UploadCreator_result_FUNC_writemasoum_tp:UploadCreator_result_FUNC_write,,1116.0,,
684,socialnetworktypes_tp:Creator_FUNC_readsocialnetworktypes_tp:Creator_FUNC_read,,1620.0,,
685,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_args_FUNC_read,,1620.0,,
686,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:UploadCreator_result_FUNC_write,,1620.0,,
687,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadCreator,,1620.0,,
688,socialnetworktypes_tp:Creator_FUNC_readmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,1950.0,,
689,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueIdmasoum_tp:UploadUniqueId_args_FUNC_read,,12435022.0,,
690,masoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueIdmasoum_tp:UploadUniqueId_result_FUNC_write,,12435022.0,,
691,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceProcessor_FUNC_process_UploadUniqueId,,12444478.0,,
692,masoum_tp:ComposePostServiceClient_FUNC_dispatchCallmasoum_tp:ComposePostServiceClient_FUNC_dispatchCall,,73046258.0,,
693,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Creator_FUNC_write,,38482.0,,
694,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:UserMention_FUNC_write,,38482.0,,
695,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Media_FUNC_write,,38482.0,,
696,socialnetworktypes_tp:Post_FUNC_writesocialnetworktypes_tp:Url_FUNC_write,,38482.0,,
697,poststorageservice_tp:StorePost_pargs_FUNC_writesocialnetworktypes_tp:Post_FUNC_write,,43005.0,,
698,poststorageservice_tp:PostStorageServiceClient_FUNC_send_StorePostpoststorageservice_tp:StorePost_pargs_FUNC_write,,93238.0,,
699,poststorageservice_tp:PostStorageServiceClient_FUNC_StorePostpoststorageservice_tp:PostStorageServiceClient_FUNC_send_StorePost,,1175448.0,,
